NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
1	TA02	1	TAMPONAMENTO HORIZONTAL	937	30	759	30				937			
2	TAMPHOR100005000018	1	TAMP HOR DIR FRE 2_5	937	18	759	18	18_ESCARLATE			937		C:\Nesting\LIVING\IMG_COMP\TAMPHORDIRFR-1-1001973.BMP	
3	18_ESCARLATE	0.71	18_ESCARLATE	759	18	0	937	18_ESCARLATE			937	ARAUCO		
3	ABS_ESCARLATE_22	1.70	ABS_ESCARLATE_22	1696	0	0	0	ABS_ESCARLATE_22			1696			
1	TA02	1	TAMPONAMENTO HORIZONTAL	2691	30	759	30				2691			
2	TAMPHOR100005000018	1	TAMP HOR ESQ FRE 2_5	2691	18	759	18	18_ESCARLATE			2691		C:\Nesting\LIVING\IMG_COMP\TAMPHORESQFR-1-1001979.BMP	
3	18_ESCARLATE	2.04	18_ESCARLATE	759	18	0	2691	18_ESCARLATE			2691	ARAUCO		
3	ABS_ESCARLATE_22	3.45	ABS_ESCARLATE_22	3449	0	0	0	ABS_ESCARLATE_22			3449			
1	AV03	1	RODAPÉ	2398	50	550	50				2398			
2	RODAPEF150000180080	4	RODAPE FRONTAL 4C_5	1199	50	18	50	18_SOBRA			1199		C:\Nesting\LIVING\IMG_COMP\RODAPEFRONTA-1-1001985.BMP	
3	18_SOBRA	0.06	18_SOBRA	50	18	0	1199	18_SOBRA			1199	ARAUCO		
2	RODAPEV001804640080	6	RODAPE VERTICAL 4C_5	18	50	464	50	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\RODAPEVERTIC-1-1001991.BMP	
3	18_SOBRA	0.02	18_SOBRA	50	18	0	464	18_SOBRA			464	ARAUCO		
2	RODAPEH008004640018	4	RODAPE HORIZONTAL 4C_5	80	18	464	18	18_SOBRA			80		C:\Nesting\LIVING\IMG_COMP\RODAPEHORIZO-1-1001997.BMP	
3	18_SOBRA	0.04	18_SOBRA	80	18	0	464	18_SOBRA			464	ARAUCO		
2	ACABAMEN154000180080	1	ACABAMENTO RODAPE _5	2398	50	18	50	18_ESCARLATE			2398		C:\Nesting\LIVING\IMG_COMP\ACABAMENTORO-1-1002028.BMP	
3	18_ESCARLATE	0.12	18_ESCARLATE	50	18	0	2398	18_ESCARLATE			2398	ARAUCO		
1	AV03	1	RODAPÉ	1198	50	550	50				1198			
2	RODAPEF150000180080	2	RODAPE FRONTAL 4C_5	1198	50	18	50	18_SOBRA			1198		C:\Nesting\LIVING\IMG_COMP\RODAPEFRONTA-1-1002034.BMP	
3	18_SOBRA	0.06	18_SOBRA	50	18	0	1198	18_SOBRA			1198	ARAUCO		
2	RODAPEV001804640080	3	RODAPE VERTICAL 4C_5	18	50	464	50	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\RODAPEVERTIC-1-1002040.BMP	
3	18_SOBRA	0.02	18_SOBRA	50	18	0	464	18_SOBRA			464	ARAUCO		
2	RODAPEH008004640018	2	RODAPE HORIZONTAL 4C_5	80	18	464	18	18_SOBRA			80		C:\Nesting\LIVING\IMG_COMP\RODAPEHORIZO-1-1002046.BMP	
3	18_SOBRA	0.04	18_SOBRA	80	18	0	464	18_SOBRA			464	ARAUCO		
2	ACABAMEN154000180080	1	ACABAMENTO RODAPE _5	1228	50	18	50	18_ESCARLATE			1228		C:\Nesting\LIVING\IMG_COMP\ACABAMENTORO-1-1002055.BMP	
3	18_ESCARLATE	0.06	18_ESCARLATE	50	18	0	1228	18_ESCARLATE			1228	ARAUCO		
1	PA01	1	PAINEL VERTICAL	937	1888	15	1888				937			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	937	1888	15	1888	15_ESCARLATE			937		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002061.BMP	
3	15_ESCARLATE	1.77	15_ESCARLATE	937	15	0	1888	15_ESCARLATE			1888	ARAUCO		
3	ABS_ESCARLATE_22	4.71	ABS_ESCARLATE_22	4713	0	0	0	ABS_ESCARLATE_22			4713			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	1888	15	1888	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002066.BMP	
3	15_SOBRA	0.13	15_SOBRA	70	15	0	1888	15_SOBRA			1888	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	1888	75	1888	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002072.BMP	
3	15_SOBRA	0.14	15_SOBRA	75	15	0	1888	15_SOBRA			1888	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	1888	75	1888	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002085.BMP	
3	15_ESCARLATE	0.14	15_ESCARLATE	75	15	0	1888	15_ESCARLATE			1888	ARAUCO		
1	COS05	1	NICHO	1800	1100	75	1100				1800			
2	LATERAL001805000600	1	LATERAL DIR SUP NICHO 2_4C_5	15	1100	75	1100	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRSU-1-1002091.BMP	
3	15_ESCARLATE	0.08	15_ESCARLATE	75	15	0	1100	15_ESCARLATE			1100	ARAUCO		
3	ABS_ESCARLATE_22	1.25	ABS_ESCARLATE_22	1250	0	0	0	ABS_ESCARLATE_22			1250			
2	LATERAL0001805000600	1	LATERAL ESQ SUP NICHO 2_4C_5	15	1100	75	1100	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQSU-1-1002094.BMP	
3	15_ESCARLATE	0.08	15_ESCARLATE	75	15	0	1100	15_ESCARLATE			1100	ARAUCO		
3	ABS_ESCARLATE_22	1.25	ABS_ESCARLATE_22	1250	0	0	0	ABS_ESCARLATE_22			1250			
2	FUNDONI037000150585	1	FUNDO NICHO 4C_5	1770	1100	15	1100	15_ESCARLATE			1770		C:\Nesting\LIVING\IMG_COMP\FUNDONICHO4C-1-1002097.BMP	
3	15_ESCARLATE	1.95	15_ESCARLATE	1770	15	0	1100	15_ESCARLATE			1100	ARAUCO		
2	PISONIC037005000015	1	PISO NICHO 2_4C_5	1770	15	60	15	15_ESCARLATE			1770		C:\Nesting\LIVING\IMG_COMP\PISONICHO2_4-1-1002100.BMP	
3	15_ESCARLATE	0.11	15_ESCARLATE	60	15	0	1770	15_ESCARLATE			1770	ARAUCO		
3	ABS_ESCARLATE_22	1.77	ABS_ESCARLATE_22	1770	0	0	0	ABS_ESCARLATE_22			1770			
2	TETONIC042004850015	1	TETO NICHO 2_4C_5	1770	15	60	15	15_ESCARLATE			1770		C:\Nesting\LIVING\IMG_COMP\TETONICHO2_4-1-1002103.BMP	
3	15_ESCARLATE	0.11	15_ESCARLATE	60	15	0	1770	15_ESCARLATE			1770	ARAUCO		
3	ABS_ESCARLATE_22	1.77	ABS_ESCARLATE_22	1770	0	0	0	ABS_ESCARLATE_22			1770			
2	PARAFUSO_4x40	10	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	10	PARAFUSO ESQ 4x40	40	4	4	4				40			
1	PA01	1	PAINEL VERTICAL	937	1888	15	1888				937			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	937	1888	15	1888	15_ESCARLATE			937		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002173.BMP	
3	15_ESCARLATE	1.77	15_ESCARLATE	937	15	0	1888	15_ESCARLATE			1888	ARAUCO		
3	ABS_ESCARLATE_22	2.83	ABS_ESCARLATE_22	2825	0	0	0	ABS_ESCARLATE_22			2825			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	1888	15	1888	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002178.BMP	
3	15_SOBRA	0.13	15_SOBRA	70	15	0	1888	15_SOBRA			1888	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	1888	75	1888	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002184.BMP	
3	15_SOBRA	0.14	15_SOBRA	75	15	0	1888	15_SOBRA			1888	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1770	370	15	370				1770			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ SUP INF 2_5	1770	370	15	370	15_ESCARLATE			1770		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002200.BMP	
3	15_ESCARLATE	0.65	15_ESCARLATE	1770	15	0	370	15_ESCARLATE			370	ARAUCO		
3	ABS_ESCARLATE_22	4.28	ABS_ESCARLATE_22	4280	0	0	0	ABS_ESCARLATE_22			4280			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	355	15	355	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002205.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	355	15_SOBRA			355	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	355	75	355	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002211.BMP	
3	15_SOBRA	0.03	15_SOBRA	75	15	0	355	15_SOBRA			355	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	155	15	155	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002225.BMP	
3	15_SOBRA	0.01	15_SOBRA	70	15	0	155	15_SOBRA			155	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	155	75	155	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002231.BMP	
3	15_SOBRA	0.01	15_SOBRA	75	15	0	155	15_SOBRA			155	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1770	448	15	448				1770			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	1770	448	15	448	15_ESCARLATE			1770		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002237.BMP	
3	15_ESCARLATE	0.79	15_ESCARLATE	1770	15	0	448	15_ESCARLATE			448	ARAUCO		
3	ABS_ESCARLATE_22	2.67	ABS_ESCARLATE_22	2666	0	0	0	ABS_ESCARLATE_22			2666			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	433	15	433	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002242.BMP	
3	15_SOBRA	0.03	15_SOBRA	70	15	0	433	15_SOBRA			433	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	433	75	433	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002248.BMP	
3	15_SOBRA	0.03	15_SOBRA	75	15	0	433	15_SOBRA			433	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	233	15	233	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002262.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	233	15_SOBRA			233	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	233	75	233	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002268.BMP	
3	15_SOBRA	0.02	15_SOBRA	75	15	0	233	15_SOBRA			233	ARAUCO		
1	PA01	1	PAINEL VERTICAL	530	75	15	75				530			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ SUP INF 2_5	530	75	18	75	18_BEIGE			530		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002274.BMP	
3	18_BEIGE	0.04	18_BEIGE	530	18	0	75	18_BEIGE			75	ARAUCO		
3	ABS_ESCARLATE_22	1.21	ABS_ESCARLATE_22	1210	0	0	0	ABS_ESCARLATE_22			1210			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	532	25	12	25				532			
2	PERFIL_15X15_ESPECIAL	2	PERFIL 25x12	161	25	12	25				161			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	75	18	75	18_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002289.BMP	
3	18_SOBRA	0.01	18_SOBRA	70	18	0	75	18_SOBRA			75	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	18	75	147	75	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002295.BMP	
3	18_SOBRA	0.01	18_SOBRA	147	18	0	75	18_SOBRA			75	ARAUCO		
1	PA05	1	PAINEL TETO	759	15	967	15				759			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	759	967	15	967	15_ESCARLATE			759		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002312.BMP	
3	15_ESCARLATE	0.73	15_ESCARLATE	759	15	0	967	15_ESCARLATE			967	ARAUCO		
3	ABS_ESCARLATE_22	1.73	ABS_ESCARLATE_22	1726	0	0	0	ABS_ESCARLATE_22			1726			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	967	15	967	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002317.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	967	15_SOBRA			967	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	967	269	967	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002323.BMP	
3	15_SOBRA	0.26	15_SOBRA	269	15	0	967	15_SOBRA			967	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	967	269	967	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002336.BMP	
3	15_ESCARLATE	0.26	15_ESCARLATE	269	15	0	967	15_ESCARLATE			967	ARAUCO		
1	PA01	1	PAINEL VERTICAL	759	2481	15	2481				759			
2	PAINELV080000151000	1	PAINEL VER INF 2_5	759	2481	15	2481	15_ESCARLATE			759		C:\Nesting\LIVING\IMG_COMP\PAINELVERINF-1-1002342.BMP	
3	15_ESCARLATE	1.88	15_ESCARLATE	759	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	0.76	ABS_ESCARLATE_22	759	0	0	0	ABS_ESCARLATE_22			759			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002346.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	530	2695	15	2695				530			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	530	2695	18	2695	18_BEIGE			530		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002355.BMP	
3	18_BEIGE	1.43	18_BEIGE	530	18	0	2695	18_BEIGE			2695	ARAUCO		
3	ABS_ESCARLATE_22	5.92	ABS_ESCARLATE_22	5920	0	0	0	ABS_ESCARLATE_22			5920			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2695	18	2695	18_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002360.BMP	
3	18_SOBRA	0.19	18_SOBRA	70	18	0	2695	18_SOBRA			2695	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	18	2695	147	2695	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002366.BMP	
3	18_SOBRA	0.40	18_SOBRA	147	18	0	2695	18_SOBRA			2695	ARAUCO		
2	REGUAAC001800151000	1	REGUA ACABAMENTO VER _5	15	2695	147	2695	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002379.BMP	
3	15_ESCARLATE	0.40	15_ESCARLATE	147	15	0	2695	15_ESCARLATE			2695	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1060	575	15	575				1060			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	1060	575	18	575	18_BEIGE			1060		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002385.BMP	
3	18_BEIGE	0.61	18_BEIGE	1060	18	0	575	18_BEIGE			575	ARAUCO		
3	ABS_ESCARLATE_22	1.64	ABS_ESCARLATE_22	1635	0	0	0	ABS_ESCARLATE_22			1635			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	575	18	575	18_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002390.BMP	
3	18_SOBRA	0.04	18_SOBRA	70	18	0	575	18_SOBRA			575	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	18	575	132	575	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002396.BMP	
3	18_SOBRA	0.08	18_SOBRA	132	18	0	575	18_SOBRA			575	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	375	18	375	18_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002410.BMP	
3	18_SOBRA	0.03	18_SOBRA	70	18	0	375	18_SOBRA			375	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	18	375	132	375	18_SOBRA			18		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1002416.BMP	
3	18_SOBRA	0.05	18_SOBRA	132	18	0	375	18_SOBRA			375	ARAUCO		
1	PA10	1	PAINEL VERTICAL FRISO 10MM	775	763	45	763				775			
2	PAINELV100000151000	1	PAINEL VER FRISO 10MM INF BD 2_1_4P_5	775	763	18	763	18_ESCARLATE			775		C:\Nesting\LIVING\IMG_COMP\PAINELVERFRI-1-1002423.BMP	
3	18_ESCARLATE	0.59	18_ESCARLATE	775	18	0	763	18_ESCARLATE			763	ARAUCO		
3	FRISO 10MM	0.78	FRISO 10MM	775	0	0	0	FRISO 10MM			775			
3	ABS_ESCARLATE_22	0.76	ABS_ESCARLATE_22	763	0	0	0	ABS_ESCARLATE_22			763			
1	PA01	1	PAINEL VERTICAL	1100	240	15	240				1100			
2	PAINELV080000151000	1	PAINEL VER DIR INF 2_5	1100	240	15	240	15_ESCARLATE			1100		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002429.BMP	
3	15_ESCARLATE	0.26	15_ESCARLATE	1100	15	0	240	15_ESCARLATE			240	ARAUCO		
3	ABS_ESCARLATE_22	1.34	ABS_ESCARLATE_22	1340	0	0	0	ABS_ESCARLATE_22			1340			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	225	15	225	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002433.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	225	15_SOBRA			225	ARAUCO		
2	ENGROSSO007000151000	1	ENGROSSO VER PAINEL _4P	70	70	15	70	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002439.BMP	
3	15_SOBRA	0.00	15_SOBRA	70	15	0	70	15_SOBRA			70	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	960	70	15	70	15_SOBRA			960		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1002442.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	960	15_SOBRA			960	ARAUCO		
2	REGUAAC080000150018	1	REGUA ACABAMENTO HOR _5	1100	15	15	15	15_ESCARLATE			1100		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002445.BMP	
3	15_ESCARLATE	0.02	15_ESCARLATE	15	15	0	1100	15_ESCARLATE			1100	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1112	240	15	240				1112			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	1112	240	15	240	15_ESCARLATE			1112		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1002451.BMP	
3	15_ESCARLATE	0.27	15_ESCARLATE	1112	15	0	240	15_ESCARLATE			240	ARAUCO		
3	ABS_ESCARLATE_22	1.35	ABS_ESCARLATE_22	1352	0	0	0	ABS_ESCARLATE_22			1352			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	225	15	225	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002455.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	225	15_SOBRA			225	ARAUCO		
2	ENGROSSO007000151000	1	ENGROSSO VER PAINEL _4P	70	70	15	70	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002461.BMP	
3	15_SOBRA	0.00	15_SOBRA	70	15	0	70	15_SOBRA			70	ARAUCO		
2	ENGROSSO066000150070	1	ENGROSSO HOR PAINEL _4P	972	70	15	70	15_SOBRA			972		C:\Nesting\LIVING\IMG_COMP\ENGROSSOHORP-1-1002464.BMP	
3	15_SOBRA	0.07	15_SOBRA	70	15	0	972	15_SOBRA			972	ARAUCO		
2	REGUAAC080000150018	1	REGUA ACABAMENTO HOR _5	1112	15	15	15	15_ESCARLATE			1112		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1002467.BMP	
3	15_ESCARLATE	0.02	15_ESCARLATE	15	15	0	1112	15_ESCARLATE			1112	ARAUCO		
1	PA05	1	PAINEL TETO	205	15	2212	15				205			
2	PAINELV080000151000	1	PAINEL VER SEM FITA _5	205	2212	15	2212	15_ESCARLATE			205		C:\Nesting\LIVING\IMG_COMP\PAINELVERSEM-1-1002474.BMP	
3	15_ESCARLATE	0.45	15_ESCARLATE	205	15	0	2212	15_ESCARLATE			2212	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	35	2212	15	2212	15_SOBRA			35		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002478.BMP	
3	15_SOBRA	0.08	15_SOBRA	35	15	0	2212	15_SOBRA			2212	ARAUCO		
1	PP04	1	PORTA PASSAGEM NOVA	770	2150	215	2150				770			
2	PORTALL001803001964	2	PORTAL LATERAL 2_5	15	2120	215	2120	15_CERRADO			15		C:\Nesting\LIVING\IMG_COMP\PORTALLATERA-1-1002487.BMP	
3	15_CERRADO	0.46	15_CERRADO	215	15	0	2120	15_CERRADO			2120	ARAUCO		
3	ABS_CERRADO_22	4.46	ABS_CERRADO_22	4455	0	0	0	ABS_CERRADO_22			4455			
2	PORTALS100003000018	2	PORTAL SUP ENG _1	770	15	215	15	15_CERRADO			770		C:\Nesting\LIVING\IMG_COMP\PORTALSUPENG-1-1002494.BMP	
3	15_CERRADO	0.17	15_CERRADO	215	15	0	770	15_CERRADO			770	ARAUCO		
2	PORTALS100003000036	1	PORTAL SUP 30MM 1_2_5	770	30	215	30	30_CERRADO			770		C:\Nesting\LIVING\IMG_COMP\PORTALSUP30M-1-1002500.BMP	
3	30_CERRADO	0.17	30_CERRADO	215	30	0	770	30_CERRADO			770	ARAUCO		
3	ABS_CERRADO_35	1.54	ABS_CERRADO_35	1540	0	0	0	ABS_CERRADO_35			1540			
2	PORTAPI100001500001	1	ABERTURA DA PORTA	770	1	215	1				770			
2	PORTAPI096400182449	1	PORTA PIVO CAVA LD 18MM ENG 4P_1	732	2105	18	2105	18_CERRADO			732		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1002510.BMP	
3	18_CERRADO	1.54	18_CERRADO	732	18	0	2105	18_CERRADO			2105	ARAUCO		
2	FTPORTA096400362449	1	FT PORTA PIVO CAVA LD 36MM 1_2_4P_5	732	2105	36	2105	36_ESCARLATE			732		C:\Nesting\LIVING\IMG_COMP\FTPORTAPIVOC-1-1002513.BMP	
3	36_ESCARLATE	1.54	36_ESCARLATE	732	36	0	2105	36_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_63	5.67	ABS_ESCARLATE_63	5673	0	0	0	ABS_ESCARLATE_63			5673			
2	PORTAPI096400152449	1	PORTA PIVO CAVA LD 15MM 4P_1	732	2105	15	2105	15_ESCARLATE			732		C:\Nesting\LIVING\IMG_COMP\PORTAPIVOCAV-1-1002516.BMP	
3	15_ESCARLATE	1.54	15_ESCARLATE	732	15	0	2105	15_ESCARLATE			2105	ARAUCO		
3	ABS_ESCARLATE_22	5.67	ABS_ESCARLATE_22	5673	0	0	0	ABS_ESCARLATE_22			5673			
2	ENGVER015000182449	2	ENG VER PORTA PASSAGEM 4P_1	150	2105	18	2105	18_ESCARLATE			150		C:\Nesting\LIVING\IMG_COMP\ENGVERPORTAP-1-1002527.BMP	
3	18_ESCARLATE	0.32	18_ESCARLATE	150	18	0	2105	18_ESCARLATE			2105	ARAUCO		
2	ENGHOR066400180150	2	ENG HOR PORTA PASSAGEM 4P_1	432	150	18	150	18_ESCARLATE			432		C:\Nesting\LIVING\IMG_COMP\ENGHORPORTAP-1-1002533.BMP	
3	18_ESCARLATE	0.06	18_ESCARLATE	150	18	0	432	18_ESCARLATE			432	ARAUCO		
2	METALON_30x20_VER	2	METALON VERTICAL	30	1805	20	1805				30			
2	METALON_30x20_HOR	2	METALON HORIZONTAL	372	30	20	30				372			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE INFERIOR	50	36	22	36				50			
2	DOBRADICA_PIVOTANTE	1	PINO PIVOTANTE	50	36	22	36				50			
1	PA01	1	PAINEL VERTICAL	366	2481	15	2481				366			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	366	2481	15	2481	15_ESCARLATE			366		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1002562.BMP	
3	15_ESCARLATE	0.91	15_ESCARLATE	366	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	5.33	ABS_ESCARLATE_22	5327	0	0	0	ABS_ESCARLATE_22			5327			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	566	25	12	25				566			
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1002570.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	205	2495	15	2495				205			
